tweet,Brand/Product,sentiment,Brand,Hashtags,tweet_Word_Count,Processed_tweet,Original_Sentiment,Token Count
Headline: &quot;#iPad 2 is the Must-Have Gadget at #SXSW&quot; Hmm... I could have seen that one coming! {link} #gadget,iPad,Positive,Apple,"['#iPad', '#SXSW', '#gadget']",19,"['headline', 'quot', '2', 'is', 'musthave', 'gadget', 'hmm', 'could', 'have', 'seen', 'one', 'coming']",Positive emotion,12
Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone. I'm just sayin'. #sxsw,Uncategorised,Not Positive,Apple,['#sxsw'],13,"['know', 'quotdatavizquot', 'translates', 'quotsatanicquot', 'iphone', 'im', 'sayin']",Negative emotion,7
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",Google,Positive,Google,"['#sxsw', '#Bizzy']",19,"['quotgoogle', 'launched', 'checkins', 'month', 'agoquot', 'check', 'in', 'are', 'ok', 'check', 'out', 'are', 'future']",Positive emotion,13
".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",Uncategorised,Not Positive,Google,"['#sxsw', '#Bizzy']",21,"['quotgoogle', 'launched', 'checkins', 'month', 'agoquot', 'check', 'in', 'are', 'ok', 'check', 'out', 'are', 'future', 'via']",No emotion toward brand or product,14
"ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",Google,Positive,Google,"['#911tweets', '#SXSW']",19,"['\x89ûï', 'quotgoogle', 'tweetquot', 'is', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', 'panel']",Positive emotion,10
"Attending &quot;left brain search = Google, Right brain search = X&quot;  #Bettersearch  -- talking about the future of search engines at #sxsw",Uncategorised,Not Positive,Google,"['#Bettersearch', '#sxsw']",22,"['attending', 'quotleft', 'brain', 'search', 'google', 'right', 'brain', 'search', 'xquot', 'talking', 'future', 'search', 'engine']",No emotion toward brand or product,13
#HP opens &quot;Mobile Park&quot;  &amp; Content Incubator at #SXSW  {link}   #Apple  constructs  &quot;pop-up&quot; store  {link},Uncategorised,Not Positive,Apple,"['#HP', '#SXSW', '#Apple']",15,"['open', 'quotmobile', 'parkquot', 'amp', 'content', 'incubator', 'construct', 'quotpopupquot', 'store']",No emotion toward brand or product,9
"Kawasaki: &quot;Not C.S. Lewis level reasoning, but Apple's continued existence is evidence for the existence of God&quot; #bawling #sxsw",Apple,Positive,Apple,"['#bawling', '#sxsw']",19,"['kawasaki', 'quotnot', 'c', 'lewis', 'level', 'reasoning', 'apple', 'continued', 'existence', 'is', 'evidence', 'existence', 'godquot']",Positive emotion,13
Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment,Uncategorised,Not Positive,Apple,"['#sxsw', '#jwtatl', '#enchantment']",12,"['kawasaki', 'quotpagemaker', 'saved', 'applequot', 'oh', 'were', 'day']",No emotion toward brand or product,7
Kawasaki: &quot;pagemaker saved Apple.&quot; Oh those were the days. #sxsw #jwtatl #enchantment  via @mention,Apple,Positive,Apple,"['#sxsw', '#jwtatl', '#enchantment']",14,"['kawasaki', 'quotpagemaker', 'saved', 'applequot', 'oh', 'were', 'day', 'via']",Positive emotion,8
Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link},Uncategorised,Positive,Google,"['#android', '#teamandroid', '#SXSW']",16,"['spark', 'is', 'award', 'read', 'it']",Positive emotion,5
"Unboxing. #Apple #sxsw  @mention Apple Store, SXSW {link}",Uncategorised,Not Positive,Apple,"['#Apple', '#sxsw']",8,"['unboxing', 'apple', 'store', 'sxsw']",No emotion toward brand or product,4
"#SXSW and #Apple iPad 2's are great, but thoughts are w/ Japan and APAC regions dealing w/ earthquake &amp; tsunami trauma. #sxswi",iPad,Positive,Apple,"['#SXSW', '#Apple', '#sxswi']",22,"['ipad', '2', 'are', 'great', 'thought', 'are', 'w', 'japan', 'apac', 'region', 'dealing', 'w', 'earthquake', 'amp', 'tsunami', 'trauma']",Positive emotion,16
"At #SXSW, #Apple schools the #marketing experts | SXSW - CNET Blogs {link}",Uncategorised,Not Positive,Apple,"['#SXSW', '#Apple', '#marketing']",13,"['school', 'expert', 'sxsw', 'cnet', 'blog']",No emotion toward brand or product,5
"At #SXSW, #Apple schools the marketing experts - {link}",Apple,Positive,Apple,"['#SXSW', '#Apple']",9,"['school', 'marketing', 'expert']",Positive emotion,3
"At #SXSW, #Apple schools the marketing experts {link}",Uncategorised,Not Positive,Apple,"['#SXSW', '#Apple']",8,"['school', 'marketing', 'expert']",No emotion toward brand or product,3
"Temporary #apple store is def not a tent, it's a powerhouse gym #SXSW  {link}",Apple,Positive,Apple,"['#apple', '#SXSW']",14,"['temporary', 'store', 'is', 'def', 'not', 'tent', 'powerhouse', 'gym']",Positive emotion,8
"Temporary #Apple store on 6th and Congress for #sxsw, along with 10,000 very happy hipsters.",Apple,Positive,Apple,"['#Apple', '#sxsw']",15,"['temporary', 'store', '6th', 'congress', 'along', '10000', 'very', 'happy', 'hipster']",Positive emotion,9
ÛÏ@mention #Apple wins #SXSW {link} Opening a temporary store in downtown Austin to support #iPad2 launch - That is good.,Apple,Positive,Apple,"['#Apple', '#SXSW', '#iPad2']",20,"['\x89ûï', 'win', 'opening', 'temporary', 'store', 'downtown', 'austin', 'support', 'launch', 'is', 'good']",Positive emotion,11
#iPad and #Austin are trending today. Have fun at #sxsw all you nerdy nerds!!!,iPad,Positive,Apple,"['#iPad', '#Austin', '#sxsw']",14,"['are', 'trending', 'today', 'have', 'fun', 'nerdy', 'nerd']",Positive emotion,7
"Headed to #Austin for #SXSW? Check out my map for newbies {link} @mention @mention , @mention @mention Enjoy!",Uncategorised,Not Positive,Uncategorized,"['#Austin', '#SXSW']",18,"['headed', 'check', 'map', 'newbie', 'enjoy']",No emotion toward brand or product,5
Funny how #Austin is trending but not #SXSW. Only a matter of minutes at this point (at least according to Twitter for iPhone).,Uncategorised,Not Positive,Apple,"['#Austin', '#SXSW']",23,"['funny', 'is', 'trending', 'not', 'matter', 'minute', 'point', 'least', 'according', 'twitter', 'iphone']",No emotion toward brand or product,11
Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,iPad or iPhone App,Positive,Apple,"['#iPad', '#iPhone', '#sxsw']",24,"['christian', 'devs', 'want', 'talk', 'u', 'maybe', 'can', 'wk', 'together', 'cool', 'app']",Positive emotion,11
#sxsw #ux #ipad #uxdes remember to ultimately be aware of the audience your app is targeted towards. An unexpected experience can be good.,Uncategorised,Not Positive,Apple,"['#sxsw', '#ux', '#ipad', '#uxdes']",23,"['remember', 'ultimately', 'aware', 'audience', 'app', 'is', 'targeted', 'towards', 'unexpected', 'experience', 'can', 'good']",No emotion toward brand or product,12
The Apple #iPAD2  has taken #SxSW and #Austin by storm.. {link}  @mention excited to a be a part #mobile,iPad,Positive,Apple,"['#iPAD2', '#SxSW', '#Austin', '#mobile']",19,"['apple', 'ha', 'taken', 'storm', 'excited', 'part']",Positive emotion,6
I can haz #iPad2 ifrom #SxSW Gr8 {link},iPad,Positive,Apple,"['#iPad2', '#SxSW']",8,"['can', 'haz', 'ifrom', 'gr8']",Positive emotion,4
"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",iPad,Positive,Apple,"['#ipad2', '#sxsw']",21,"['stack', 'waiting', 'bought', 'got', 'mine', 'no', 'hassle', 'apple', 'handled', 'perfectly']",Positive emotion,10
"#Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",Uncategorised,Not Positive,Google,"['#Google', '#Mobile', '#eurorscg', '#sxsw', '#sxswi']",16,"['future', 'elusive', 'power', 'via']",No emotion toward brand or product,4
"For those #notatSXSW (or at #SXSW), here's {link} Free to download and meet nearby peps",Uncategorised,Not Positive,Uncategorized,"['#notatSXSW', '#SXSW']",15,"['here', 'free', 'download', 'meet', 'nearby', 'pep']",No emotion toward brand or product,6
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link}  #seo #sxsw,Uncategorised,Positive,Google,"['#SmallBiz', '#seo', '#sxsw']",17,"['need', 'review', 'play', 'google', 'placeswe', 'got', 'app']",Positive emotion,7
Does your #SmallBiz need reviews to play on Google Places...We got an App for that..{link} #seo #sxsw,Uncategorised,Not Positive,Google,"['#SmallBiz', '#seo', '#sxsw']",17,"['need', 'review', 'play', 'google', 'placeswe', 'got', 'app']",No emotion toward brand or product,7
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW",Uncategorised,Not Positive,Apple,"['#Samsung', '#Sony', '#Apple', '#HP', '#Austin', '#atx', '#SXSW']",11,"['follow', 'lead']",No emotion toward brand or product,2
"#Samsung, #Sony follow #Apple, #HP lead @mention {link} #Austin #atx #SXSW /via @mention ^rg",Uncategorised,Not Positive,Apple,"['#Samsung', '#Sony', '#Apple', '#HP', '#Austin', '#atx', '#SXSW']",14,"['follow', 'lead', 'via', 'rg']",No emotion toward brand or product,4
"Take that #SXSW ! RT @mention Major South Korean director gets $130,000 to make a movie entirely with his iPhone. {link}",iPhone,Positive,Apple,['#SXSW'],21,"['take', 'rt', 'major', 'south', 'korean', 'director', 'get', '130000', 'make', 'movie', 'entirely', 'iphone']",Positive emotion,12
"Beautiful #sxsw (@mention Apple Store, SXSW) [pic]: {link}",Apple,Positive,Apple,['#sxsw'],8,"['beautiful', 'apple', 'store', 'sxsw', 'pic']",Positive emotion,5
Q1 Was at #sxsw #sxswi for prep. Amazing pre push locally. Focus on location based. Google owns 10% of the regions billboards. #pr20chat,Uncategorised,Not Positive,Google,"['#sxsw', '#sxswi', '#pr20chat']",23,"['q1', 'wa', 'prep', 'amazing', 'pre', 'push', 'locally', 'focus', 'location', 'based', 'google', 'owns', '10', 'region', 'billboard']",No emotion toward brand or product,15
Any other #Sxsw accounts I need to follow or apps to download for iPhone?,Uncategorised,Not Positive,Apple,['#Sxsw'],14,"['account', 'need', 'follow', 'apps', 'download', 'iphone']",No emotion toward brand or product,6
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a business card broadcaster.,Uncategorised,Not Positive,Apple,['#sxsw'],19,"['headed', 'want', 'sharegather', 'contact', 'info', 'can', 'turn', 'iphone', 'business', 'card', 'broadcaster']",No emotion toward brand or product,11
Headed to #sxsw and want to share/gather contact info? {link} can turn your iphone into a... {link},Uncategorised,Not Positive,Apple,['#sxsw'],17,"['headed', 'want', 'sharegather', 'contact', 'info', 'can', 'turn', 'iphone']",No emotion toward brand or product,8
BTW - The #sxsw Apple store is sold out of all 3G models (VZW &amp; AT&amp;T).,Uncategorised,Not Positive,Apple,['#sxsw'],16,"['btw', 'apple', 'store', 'is', 'sold', '3g', 'model', 'vzw', 'amp', 'atampt']",No emotion toward brand or product,10
Must have #SXSW app! RT @mention Lovely review from Forbes for our SXSW iPad app Holler Gram - {link},iPad or iPhone App,Positive,Apple,['#SXSW'],19,"['must', 'have', 'app', 'rt', 'lovely', 'review', 'forbes', 'sxsw', 'ipad', 'app', 'holler', 'gram']",Positive emotion,12
Temporary #sxsw apple store. Apple being sneaky as usual  {link},Apple,Positive,Apple,['#sxsw'],10,"['temporary', 'apple', 'store', 'apple', 'sneaky', 'usual']",Positive emotion,6
Anyone at #sxsw been by the pop-up Apple store in Austin? That's gotta be a hopping place today.,Uncategorised,Not Positive,Apple,['#sxsw'],18,"['anyone', 'popup', 'apple', 'store', 'austin', 'thats', 'got', 'ta', 'hopping', 'place', 'today']",No emotion toward brand or product,11
ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive,Apple,['#sxsw'],17,"['\x89ûï', 'beta', 'testing', 'interactive', 'book', 'ipad', 'app', 'moonbot', 'studio', 'louisiana', 'cool', 'app\x89û\x9d']",Positive emotion,12
Apple won #SxSW from day one. Seeing a TON of #iPad2,iPad,Positive,Apple,"['#SxSW', '#iPad2']",11,"['apple', 'day', 'one', 'seeing', 'ton']",Positive emotion,5
#fastball #sxsw Giving away two NEW Ipad2 wifi 32g black Apple cover tweet @mention fo more info #sxswi #attsxsw  Tonight @mention bo.lt house,Uncategorised,Not Positive,Apple,"['#fastball', '#sxsw', '#sxswi', '#attsxsw']",23,"['giving', 'away', 'two', 'new', 'ipad2', 'wifi', '32g', 'black', 'apple', 'cover', 'tweet', 'fo', 'more', 'info', 'tonight', 'bolt', 'house']",No emotion toward brand or product,17
Anyone at #sxsw had a chance to check out the pop-up Apple store? Wondering if it is worth the trek from the convention center...,Uncategorised,Not Positive,Apple,['#sxsw'],24,"['anyone', 'had', 'chance', 'check', 'popup', 'apple', 'store', 'wondering', 'it', 'is', 'worth', 'trek', 'convention', 'center']",No emotion toward brand or product,14
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,iPad,Positive,Apple,['#sxsw'],20,"['\x89ûï', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white\x89û\x9d', 'did', 'manage', 'get']",Positive emotion,12
ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ also known as the white jeans configuration.,iPad,Positive,Apple,['#sxsw'],20,"['\x89ûï', 'ipad', 'store', 'sold', 'everything', 'except', '64gig', 'wifi', 'white\x89û\x9d', 'also', 'known', 'white', 'jean', 'configuration']",Positive emotion,14
Offered a #sxsw ipad promo to ninjafinder users and fans who are not here at #sxsw. Sucks to not be here. #sxsw,iPad,Positive,Apple,"['#sxsw', '#sxsw', '#sxsw']",22,"['offered', 'ipad', 'promo', 'ninjafinder', 'user', 'fan', 'are', 'not', 'suck', 'not']",Positive emotion,10
@mention  #SXSW is an Austin conference. Do a google search - they have interactive / music / film.,Uncategorised,Not Positive,Google,['#SXSW'],18,"['is', 'austin', 'conference', 'google', 'search', 'have', 'interactive', 'music', 'film']",No emotion toward brand or product,9
Anyone at #sxsw know if apple will be (or is) selling ipad 2 there?,Uncategorised,Not Positive,Apple,['#sxsw'],14,"['anyone', 'know', 'apple', 'is', 'selling', 'ipad', '2']",No emotion toward brand or product,7
Anyone at #SXSW know if the apple store has had a new shipment of iPads yet?,Uncategorised,Not Positive,Apple,['#SXSW'],16,"['anyone', 'know', 'apple', 'store', 'ha', 'had', 'new', 'shipment', 'ipads', 'yet']",No emotion toward brand or product,10
Marc Ecko #SXSW launches #iPhone app. to autodial political change! {link} #edreform #edtech #eduVC #FightThePaddle,Uncategorised,Not Positive,Apple,"['#SXSW', '#iPhone', '#edreform', '#edtech', '#eduVC', '#FightThePaddle']",15,"['marc', 'ecko', 'launch', 'app', 'autodial', 'political', 'change']",No emotion toward brand or product,7
#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,iPad,Positive,Apple,"['#POURsite', '#SXSW']",17,"['learning', 'lifechanging', 'impact', 'ipad', 'real', 'people', 'actual', 'life', 'bravo']",Positive emotion,9
@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,Uncategorised,Positive,Apple,"['#SXSW', '#iPhone', '#lp', '#travel']",16,"['lonelyplanet', 'austin', 'guide', 'is', 'free', 'limited', 'time']",Positive emotion,7
"More free #SXSW mp3 downloads, this time from iTunes: {link}",Uncategorised,Not Positive,Uncategorized,['#SXSW'],10,"['more', 'free', 'mp3', 'downloads', 'time', 'itunes']",No emotion toward brand or product,6
Anyone at #sxsw or heading to aclu event seen owt to do with google circles then?,Uncategorised,Not Positive,Google,['#sxsw'],16,"['anyone', 'heading', 'aclu', 'event', 'seen', 'owt', 'google', 'circle']",No emotion toward brand or product,8
@mention  #SXSW prompt for memory: go to Google map and describe a childhood walk,Uncategorised,Not Positive,Google,['#SXSW'],14,"['prompt', 'memory', 'go', 'google', 'map', 'describe', 'childhood', 'walk']",No emotion toward brand or product,8
The Apple #SXSW store still has iPad 2's and short lines.,iPad,Positive,Apple,['#SXSW'],11,"['apple', 'store', 'still', 'ha', 'ipad', '2', 'short', 'line']",Positive emotion,8
Essential #sxsw tools: {link},Uncategorised,Not Positive,Uncategorized,['#sxsw'],4,"['essential', 'tool']",No emotion toward brand or product,2
"Just left #sxsw tradeshow demo of @mention at the Google Theatre. Ok, I get it. I see why all the presenters here are using it.",Other Google product or service,Positive,Google,['#sxsw'],25,"['left', 'tradeshow', 'demo', 'google', 'theatre', 'ok', 'get', 'it', 'see', 'presenter', 'are', 'using', 'it']",Positive emotion,13
"Following #sxsw Tweets on Google Realtime, four platforms on Tweet Deck and listening to panel, realizing I'm spoken to no one here today.",Uncategorised,Not Positive,Google,['#sxsw'],23,"['following', 'tweet', 'google', 'realtime', 'four', 'platform', 'tweet', 'deck', 'listening', 'panel', 'realizing', 'im', 'spoken', 'no', 'one', 'today']",No emotion toward brand or product,16
